match_no,team_1,team_2,batsmen,wicket_status,R,B,M,fours,sixes,SR,special_role,dismissal_mode,bowler_name,fielder,is_fielder_involved,match_date
10th match (D/N),Rajasthan Royals,Kolkata Knight Riders,AB Agarkar,not out,1.0,1.0,0.0,0.0,0.0,100.0,normal player,not out,no bowler,no fielder,0,2009-04-23
10th match (D/N),Rajasthan Royals,Kolkata Knight Riders,I Sharma,run out (Kamran Khan/†Rawat),1.0,1.0,0.0,0.0,0.0,100.0,normal player,run out,no bowler,no fielder,0,2009-04-23
11th match (D/N),Royal Challengers Bangalore,Kings XI Punjab,JD Ryder,b Abdulla,32.0,21.0,0.0,6.0,0.0,152.38,normal player,bowled,Abdulla,no fielder,0,2009-04-24
11th match (D/N),Royal Challengers Bangalore,Kings XI Punjab,RV Uthappa,c Yuvraj Singh b Pathan,0.0,1.0,0.0,0.0,0.0,0.0,wicket keeper,caught,Pathan,Yuvraj Singh,1,2009-04-24
11th match (D/N),Royal Challengers Bangalore,Kings XI Punjab,JH Kallis,c Jayawardene b Abdulla,62.0,46.0,0.0,5.0,2.0,134.78,normal player,caught,Abdulla,Jayawardene,1,2009-04-24
11th match (D/N),Royal Challengers Bangalore,Kings XI Punjab,KP Pietersen,c Goel b Abdulla,0.0,2.0,0.0,0.0,0.0,0.0,captain,caught,Abdulla,Goel,1,2009-04-24
11th match (D/N),Royal Challengers Bangalore,Kings XI Punjab,R Dravid,c Singh b Chawla,10.0,13.0,0.0,0.0,0.0,76.92,normal player,caught,Chawla,Singh,1,2009-04-24
11th match (D/N),Royal Challengers Bangalore,Kings XI Punjab,LRPL Taylor,c Jayawardene b Abdulla,35.0,22.0,0.0,4.0,2.0,159.09,normal player,caught,Abdulla,Jayawardene,1,2009-04-24
11th match (D/N),Royal Challengers Bangalore,Kings XI Punjab,V Kohli,c Bopara b Singh,2.0,3.0,0.0,0.0,0.0,66.66,normal player,caught,Singh,Bopara,1,2009-04-24
11th match (D/N),Royal Challengers Bangalore,Kings XI Punjab,P Kumar,lbw b Pathan,13.0,7.0,0.0,0.0,1.0,185.71,normal player,lbw,Pathan,no fielder,0,2009-04-24
11th match (D/N),Royal Challengers Bangalore,Kings XI Punjab,R Vinay Kumar,not out,1.0,1.0,0.0,0.0,0.0,100.0,normal player,not out,no bowler,no fielder,0,2009-04-24
11th match (D/N),Royal Challengers Bangalore,Kings XI Punjab,Pankaj Singh,b Pathan,0.0,1.0,0.0,0.0,0.0,0.0,normal player,bowled,Pathan,no fielder,0,2009-04-24
11th match (D/N),Royal Challengers Bangalore,Kings XI Punjab,A Kumble,not out,5.0,3.0,0.0,1.0,0.0,166.66,normal player,not out,no bowler,no fielder,0,2009-04-24
11th match (D/N),Royal Challengers Bangalore,Kings XI Punjab,RS Bopara,c Ryder b Kallis,84.0,59.0,0.0,4.0,5.0,142.37,normal player,caught,Kallis,Ryder,1,2009-04-24
11th match (D/N),Royal Challengers Bangalore,Kings XI Punjab,K Goel,run out (Vinay Kumar/†Uthappa),19.0,19.0,0.0,1.0,0.0,100.0,normal player,run out,no bowler,no fielder,0,2009-04-24
11th match (D/N),Royal Challengers Bangalore,Kings XI Punjab,KC Sangakkara,c Pankaj Singh b Kumble,26.0,18.0,0.0,2.0,1.0,144.44,wicket keeper,caught,Kumble,Pankaj Singh,1,2009-04-24
11th match (D/N),Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,not out,30.0,17.0,0.0,3.0,1.0,176.47,captain,not out,no bowler,no fielder,0,2009-04-24
11th match (D/N),Royal Challengers Bangalore,Kings XI Punjab,DPMD Jayawardene,not out,1.0,1.0,0.0,0.0,0.0,100.0,normal player,not out,no bowler,no fielder,0,2009-04-24
12th match,Deccan Chargers,Mumbai Indians,AC Gilchrist,c †Shah b Bravo,35.0,20.0,0.0,3.0,3.0,175.0,captain & wicket keeper,caught,Bravo,†Shah,1,2009-04-25
12th match,Deccan Chargers,Mumbai Indians,HH Gibbs,run out (Bravo/Khan),58.0,44.0,0.0,6.0,2.0,131.81,normal player,run out,no bowler,no fielder,0,2009-04-25
12th match,Deccan Chargers,Mumbai Indians,DR Smith,b Jayasuriya,35.0,22.0,0.0,2.0,2.0,159.09,normal player,bowled,Jayasuriya,no fielder,0,2009-04-25
12th match,Deccan Chargers,Mumbai Indians,RG Sharma,c Dhawan b Bravo,3.0,5.0,0.0,0.0,0.0,60.0,normal player,caught,Bravo,Dhawan,1,2009-04-25
12th match,Deccan Chargers,Mumbai Indians,VVS Laxman,c Nayar b Bravo,0.0,1.0,0.0,0.0,0.0,0.0,normal player,caught,Bravo,Nayar,1,2009-04-25
12th match,Deccan Chargers,Mumbai Indians,Y Venugopal Rao,b Malinga,9.0,10.0,0.0,0.0,0.0,90.0,normal player,bowled,Malinga,no fielder,0,2009-04-25
12th match,Deccan Chargers,Mumbai Indians,DB Ravi Teja,lbw b Malinga,9.0,9.0,0.0,1.0,0.0,100.0,normal player,lbw,Malinga,no fielder,0,2009-04-25
12th match,Deccan Chargers,Mumbai Indians,RP Singh,c Jayasuriya b Harbhajan Singh,4.0,4.0,0.0,0.0,0.0,100.0,normal player,caught,Harbhajan Singh,Jayasuriya,1,2009-04-25
12th match,Deccan Chargers,Mumbai Indians,FH Edwards,b Malinga,1.0,3.0,0.0,0.0,0.0,33.33,normal player,bowled,Malinga,no fielder,0,2009-04-25
12th match,Deccan Chargers,Mumbai Indians,PP Ojha,not out,0.0,2.0,0.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2009-04-25
12th match,Deccan Chargers,Mumbai Indians,ST Jayasuriya,c †Gilchrist b Singh,1.0,8.0,0.0,0.0,0.0,12.5,normal player,caught,Singh,†Gilchrist,1,2009-04-25
12th match,Deccan Chargers,Mumbai Indians,SR Tendulkar,c Gibbs b Ojha,36.0,27.0,0.0,3.0,2.0,133.33,captain,caught,Ojha,Gibbs,1,2009-04-25
12th match,Deccan Chargers,Mumbai Indians,JP Duminy,c Smith b Ojha,47.0,40.0,0.0,4.0,2.0,117.5,normal player,caught,Ojha,Smith,1,2009-04-25
12th match,Deccan Chargers,Mumbai Indians,S Dhawan,b Ojha,3.0,7.0,0.0,0.0,0.0,42.85,normal player,bowled,Ojha,no fielder,0,2009-04-25
12th match,Deccan Chargers,Mumbai Indians,DJ Bravo,lbw b Edwards,21.0,18.0,0.0,2.0,0.0,116.66,normal player,lbw,Edwards,no fielder,0,2009-04-25
12th match,Deccan Chargers,Mumbai Indians,AM Nayar,c †Gilchrist b Edwards,10.0,6.0,0.0,0.0,1.0,166.66,normal player,caught,Edwards,†Gilchrist,1,2009-04-25
12th match,Deccan Chargers,Mumbai Indians,Harbhajan Singh,c Smith b Singh,20.0,8.0,0.0,1.0,2.0,250.0,normal player,caught,Singh,Smith,1,2009-04-25
12th match,Deccan Chargers,Mumbai Indians,Z Khan,not out,4.0,6.0,0.0,0.0,0.0,66.66,normal player,not out,no bowler,no fielder,0,2009-04-25
12th match,Deccan Chargers,Mumbai Indians,PR Shah,not out,1.0,1.0,0.0,0.0,0.0,100.0,wicket keeper,not out,no bowler,no fielder,0,2009-04-25
14th match,Royal Challengers Bangalore,Delhi Daredevils,JH Kallis,b Nannes,0.0,1.0,1.0,0.0,0.0,0.0,normal player,bowled,Nannes,no fielder,0,2009-04-26
14th match,Royal Challengers Bangalore,Delhi Daredevils,RV Uthappa,c Sangwan b Nehra,3.0,4.0,8.0,0.0,0.0,75.0,normal player,caught,Nehra,Sangwan,1,2009-04-26
14th match,Royal Challengers Bangalore,Delhi Daredevils,KP Pietersen,b Vettori,37.0,25.0,40.0,2.0,2.0,148.0,captain,bowled,Vettori,no fielder,0,2009-04-26
14th match,Royal Challengers Bangalore,Delhi Daredevils,LRPL Taylor,lbw b Mishra,31.0,34.0,45.0,3.0,0.0,91.17,normal player,lbw,Mishra,no fielder,0,2009-04-26
14th match,Royal Challengers Bangalore,Delhi Daredevils,V Kohli,c Dilshan b Nehra,22.0,24.0,46.0,1.0,0.0,91.66,normal player,caught,Nehra,Dilshan,1,2009-04-26
14th match,Royal Challengers Bangalore,Delhi Daredevils,MV Boucher,c Mishra b Sangwan,36.0,28.0,31.0,2.0,2.0,128.57,wicket keeper,caught,Sangwan,Mishra,1,2009-04-26
14th match,Royal Challengers Bangalore,Delhi Daredevils,B Akhil,not out,8.0,4.0,6.0,0.0,1.0,200.0,normal player,not out,no bowler,no fielder,0,2009-04-26
14th match,Royal Challengers Bangalore,Delhi Daredevils,R Vinay Kumar,run out (de Villiers),0.0,0.0,1.0,0.0,0.0,0.0,normal player,run out,no bowler,no fielder,0,2009-04-26
14th match,Royal Challengers Bangalore,Delhi Daredevils,Pankaj Singh,not out,1.0,1.0,2.0,0.0,0.0,100.0,normal player,not out,no bowler,no fielder,0,2009-04-26
14th match,Royal Challengers Bangalore,Delhi Daredevils,G Gambhir,c †Boucher b Pankaj Singh,16.0,19.0,25.0,1.0,0.0,84.21,normal player,caught,Pankaj Singh,†Boucher,1,2009-04-26
14th match,Royal Challengers Bangalore,Delhi Daredevils,V Sehwag,c Pietersen b Pankaj Singh,7.0,5.0,7.0,0.0,1.0,140.0,captain,caught,Pankaj Singh,Pietersen,1,2009-04-26
14th match,Royal Challengers Bangalore,Delhi Daredevils,TM Dilshan,not out,67.0,47.0,86.0,5.0,2.0,142.55,normal player,not out,no bowler,no fielder,0,2009-04-26
14th match,Royal Challengers Bangalore,Delhi Daredevils,AB de Villiers,b Appanna,21.0,23.0,34.0,0.0,0.0,91.3,normal player,bowled,Appanna,no fielder,0,2009-04-26
14th match,Royal Challengers Bangalore,Delhi Daredevils,KD Karthik,c Kallis b Akhil,12.0,9.0,13.0,1.0,1.0,133.33,wicket keeper,caught,Akhil,Kallis,1,2009-04-26
14th match,Royal Challengers Bangalore,Delhi Daredevils,M Manhas,not out,23.0,13.0,21.0,3.0,0.0,176.92,normal player,not out,no bowler,no fielder,0,2009-04-26
15th match (D/N),Kings XI Punjab,Rajasthan Royals,RS Bopara,c Patel b Kamran Khan,11.0,15.0,0.0,2.0,0.0,73.33,normal player,caught,Kamran Khan,Patel,1,2009-04-26
15th match (D/N),Kings XI Punjab,Rajasthan Royals,K Goel,run out (Jadeja/Asnodkar),0.0,0.0,0.0,0.0,0.0,0.0,normal player,run out,no bowler,no fielder,0,2009-04-26
15th match (D/N),Kings XI Punjab,Rajasthan Royals,KC Sangakkara,run out (†Rawat),60.0,51.0,0.0,7.0,1.0,117.64,wicket keeper,run out,no bowler,no fielder,0,2009-04-26
15th match (D/N),Kings XI Punjab,Rajasthan Royals,Yuvraj Singh,c †Rawat b Patel,2.0,3.0,0.0,0.0,0.0,66.66,captain,caught,Patel,†Rawat,1,2009-04-26
15th match (D/N),Kings XI Punjab,Rajasthan Royals,DPMD Jayawardene,c Kamran Khan b Patel,7.0,10.0,0.0,0.0,0.0,70.0,normal player,caught,Patel,Kamran Khan,1,2009-04-26
15th match (D/N),Kings XI Punjab,Rajasthan Royals,IK Pathan,b Kamran Khan,39.0,33.0,0.0,2.0,2.0,118.18,normal player,bowled,Kamran Khan,no fielder,0,2009-04-26
15th match (D/N),Kings XI Punjab,Rajasthan Royals,PP Chawla,not out,6.0,6.0,0.0,1.0,0.0,100.0,normal player,not out,no bowler,no fielder,0,2009-04-26
15th match (D/N),Kings XI Punjab,Rajasthan Royals,WA Mota,not out,1.0,2.0,0.0,0.0,0.0,50.0,normal player,not out,no bowler,no fielder,0,2009-04-26
15th match (D/N),Kings XI Punjab,Rajasthan Royals,SA Asnodkar,c Powar b Pathan,3.0,4.0,0.0,0.0,0.0,75.0,normal player,caught,Pathan,Powar,1,2009-04-26
15th match (D/N),Kings XI Punjab,Rajasthan Royals,GC Smith,c †Sangakkara b Pathan,2.0,6.0,0.0,0.0,0.0,33.33,normal player,caught,Pathan,†Sangakkara,1,2009-04-26
15th match (D/N),Kings XI Punjab,Rajasthan Royals,RJ Quiney,c †Sangakkara b Abdulla,7.0,8.0,0.0,1.0,0.0,87.5,normal player,caught,Abdulla,†Sangakkara,1,2009-04-26
15th match (D/N),Kings XI Punjab,Rajasthan Royals,YK Pathan,c Goel b Chawla,10.0,13.0,0.0,2.0,0.0,76.92,normal player,caught,Chawla,Goel,1,2009-04-26
15th match (D/N),Kings XI Punjab,Rajasthan Royals,AD Mascarenhas,b Abdulla,4.0,2.0,0.0,1.0,0.0,200.0,normal player,bowled,Abdulla,no fielder,0,2009-04-26
15th match (D/N),Kings XI Punjab,Rajasthan Royals,RA Jadeja,b Abdulla,37.0,44.0,0.0,2.0,0.0,84.09,normal player,bowled,Abdulla,no fielder,0,2009-04-26
15th match (D/N),Kings XI Punjab,Rajasthan Royals,AS Raut,c Powar b Chawla,1.0,4.0,0.0,0.0,0.0,25.0,normal player,caught,Chawla,Powar,1,2009-04-26
15th match (D/N),Kings XI Punjab,Rajasthan Royals,SK Warne,not out,34.0,33.0,0.0,3.0,0.0,103.03,captain,not out,no bowler,no fielder,0,2009-04-26
15th match (D/N),Kings XI Punjab,Rajasthan Royals,M Rawat,not out,4.0,6.0,0.0,0.0,0.0,66.66,wicket keeper,not out,no bowler,no fielder,0,2009-04-26
16th match,Chennai Super Kings,Deccan Chargers,PA Patel,c †Gilchrist b Edwards,0.0,2.0,0.0,0.0,0.0,0.0,normal player,caught,Edwards,†Gilchrist,1,2009-04-27
16th match,Chennai Super Kings,Deccan Chargers,ML Hayden,c Sharma b Ojha,49.0,35.0,0.0,8.0,0.0,140.0,normal player,caught,Ojha,Sharma,1,2009-04-27
16th match,Chennai Super Kings,Deccan Chargers,SK Raina,c & b Sharma,25.0,19.0,0.0,1.0,2.0,131.57,normal player,caught,Sharma,Sharma,1,2009-04-27
16th match,Chennai Super Kings,Deccan Chargers,MS Dhoni,c Shoaib Ahmed b Ojha,22.0,22.0,0.0,1.0,1.0,100.0,captain & wicket keeper,caught,Ojha,Shoaib Ahmed,1,2009-04-27
16th match,Chennai Super Kings,Deccan Chargers,JDP Oram,not out,41.0,29.0,0.0,4.0,2.0,141.37,normal player,not out,no bowler,no fielder,0,2009-04-27
16th match,Chennai Super Kings,Deccan Chargers,JA Morkel,c Singh b Venugopal Rao,13.0,7.0,0.0,1.0,1.0,185.71,normal player,caught,Venugopal Rao,Singh,1,2009-04-27
16th match,Chennai Super Kings,Deccan Chargers,S Badrinath,c & b Singh,8.0,9.0,0.0,1.0,0.0,88.88,normal player,caught,Singh,Singh,1,2009-04-27
16th match,Chennai Super Kings,Deccan Chargers,MS Gony,not out,0.0,0.0,0.0,0.0,0.0,0.0,normal player,not out,no bowler,no fielder,0,2009-04-27
16th match,Chennai Super Kings,Deccan Chargers,AC Gilchrist,c Muralitharan b Raina,44.0,19.0,0.0,5.0,3.0,231.57,captain & wicket keeper,caught,Raina,Muralitharan,1,2009-04-27
16th match,Chennai Super Kings,Deccan Chargers,HH Gibbs,not out,69.0,56.0,0.0,6.0,2.0,123.21,normal player,not out,no bowler,no fielder,0,2009-04-27
16th match,Chennai Super Kings,Deccan Chargers,VVS Laxman,c Oram b Raina,4.0,5.0,0.0,0.0,0.0,80.0,normal player,caught,Raina,Oram,1,2009-04-27
16th match,Chennai Super Kings,Deccan Chargers,RG Sharma,c †Dhoni b Balaji,18.0,19.0,0.0,0.0,1.0,94.73,normal player,caught,Balaji,†Dhoni,1,2009-04-27
16th match,Chennai Super Kings,Deccan Chargers,DR Smith,lbw b Muralitharan,12.0,5.0,0.0,1.0,1.0,240.0,normal player,lbw,Muralitharan,no fielder,0,2009-04-27
16th match,Chennai Super Kings,Deccan Chargers,AA Bilakhia,not out,12.0,14.0,0.0,1.0,0.0,85.71,normal player,not out,no bowler,no fielder,0,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,ST Jayasuriya,c Ghosh b Shukla,52.0,32.0,75.0,2.0,4.0,162.5,normal player,caught,Shukla,Ghosh,1,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,SR Tendulkar,lbw b Shukla,68.0,45.0,63.0,6.0,4.0,151.11,captain,lbw,Shukla,no fielder,0,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,Harbhajan Singh,c Mendis b Hodge,18.0,8.0,6.0,1.0,2.0,225.0,normal player,caught,Hodge,Mendis,1,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,JP Duminy,not out,18.0,14.0,26.0,1.0,0.0,128.57,normal player,not out,no bowler,no fielder,0,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,AM Nayar,run out (Shukla/†McCullum),3.0,3.0,4.0,0.0,0.0,100.0,normal player,run out,no bowler,no fielder,0,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,DJ Bravo,c Gayle b Shukla,3.0,5.0,6.0,0.0,0.0,60.0,normal player,caught,Shukla,Gayle,1,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,S Dhawan,c †McCullum b Sharma,12.0,10.0,6.0,1.0,0.0,120.0,normal player,caught,Sharma,†McCullum,1,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,SS Tiwary,not out,4.0,3.0,4.0,0.0,0.0,133.33,normal player,not out,no bowler,no fielder,0,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,BB McCullum,c Duminy b Malinga,1.0,6.0,10.0,0.0,0.0,16.66,captain & wicket keeper,caught,Malinga,Duminy,1,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,CH Gayle,c Tendulkar b Bravo,12.0,11.0,17.0,0.0,1.0,109.09,normal player,caught,Bravo,Tendulkar,1,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,BJ Hodge,b Nayar,24.0,22.0,46.0,3.0,0.0,109.09,normal player,bowled,Nayar,no fielder,0,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,SC Ganguly,c Bravo b Nayar,34.0,30.0,48.0,3.0,1.0,113.33,normal player,caught,Nayar,Bravo,1,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,Yashpal Singh,c †Shah b Bravo,8.0,8.0,13.0,0.0,0.0,100.0,normal player,caught,Bravo,†Shah,1,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,AN Ghosh,c Tendulkar b Nayar,0.0,1.0,2.0,0.0,0.0,0.0,normal player,caught,Nayar,Tendulkar,1,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,LR Shukla,c Jayasuriya b Khan,6.0,10.0,10.0,1.0,0.0,60.0,normal player,caught,Khan,Jayasuriya,1,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,I Sharma,not out,6.0,3.0,10.0,1.0,0.0,200.0,normal player,not out,no bowler,no fielder,0,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,BAW Mendis,b Malinga,0.0,1.0,2.0,0.0,0.0,0.0,normal player,bowled,Malinga,no fielder,0,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,AB Dinda,b Malinga,0.0,1.0,1.0,0.0,0.0,0.0,normal player,bowled,Malinga,no fielder,0,2009-04-27
17th match (D/N),Mumbai Indians,Kolkata Knight Riders,Anureet Singh,absent hurt,0.0,0.0,0.0,0.0,0.0,0.0,normal player,absent hurt,no bowler,no fielder,0,2009-04-27
18th match (D/N),Delhi Daredevils,Rajasthan Royals,G Gambhir,c Warne b Mascarenhas,8.0,6.0,0.0,1.0,0.0,133.33,normal player,caught,Mascarenhas,Warne,1,2009-04-28
18th match (D/N),Delhi Daredevils,Rajasthan Royals,V Sehwag,c Kamran Khan b Mascarenhas,16.0,11.0,0.0,2.0,1.0,145.45,captain,caught,Mascarenhas,Kamran Khan,1,2009-04-28
18th match (D/N),Delhi Daredevils,Rajasthan Royals,AB de Villiers,lbw b Warne,50.0,40.0,0.0,5.0,1.0,125.0,normal player,lbw,Warne,no fielder,0,2009-04-28
18th match (D/N),Delhi Daredevils,Rajasthan Royals,TM Dilshan,c Asnodkar b Patel,7.0,10.0,0.0,1.0,0.0,70.0,normal player,caught,Patel,Asnodkar,1,2009-04-28
18th match (D/N),Delhi Daredevils,Rajasthan Royals,KD Karthik,c & b Warne,4.0,5.0,0.0,0.0,0.0,80.0,wicket keeper,caught,Warne,Warne,1,2009-04-28
18th match (D/N),Delhi Daredevils,Rajasthan Royals,DL Vettori,b Patel,29.0,28.0,0.0,3.0,0.0,103.57,normal player,bowled,Patel,no fielder,0,2009-04-28
18th match (D/N),Delhi Daredevils,Rajasthan Royals,M Manhas,not out,23.0,16.0,0.0,2.0,1.0,143.75,normal player,not out,no bowler,no fielder,0,2009-04-28
18th match (D/N),Delhi Daredevils,Rajasthan Royals,A Mishra,b Kamran Khan,0.0,4.0,0.0,0.0,0.0,0.0,normal player,bowled,Kamran Khan,no fielder,0,2009-04-28
18th match (D/N),Delhi Daredevils,Rajasthan Royals,PJ Sangwan,not out,1.0,1.0,0.0,0.0,0.0,100.0,normal player,not out,no bowler,no fielder,0,2009-04-28
18th match (D/N),Delhi Daredevils,Rajasthan Royals,RJ Quiney,lbw b Nehra,4.0,9.0,0.0,1.0,0.0,44.44,normal player,lbw,Nehra,no fielder,0,2009-04-28
18th match (D/N),Delhi Daredevils,Rajasthan Royals,GC Smith,not out,44.0,46.0,0.0,5.0,0.0,95.65,normal player,not out,no bowler,no fielder,0,2009-04-28
18th match (D/N),Delhi Daredevils,Rajasthan Royals,SA Asnodkar,run out (Mishra),11.0,8.0,0.0,1.0,1.0,137.5,normal player,run out,no bowler,no fielder,0,2009-04-28
18th match (D/N),Delhi Daredevils,Rajasthan Royals,PC Valthaty,c Vettori b Mishra,1.0,5.0,0.0,0.0,0.0,20.0,normal player,caught,Mishra,Vettori,1,2009-04-28
18th match (D/N),Delhi Daredevils,Rajasthan Royals,RA Jadeja,c Sangwan b Mishra,16.0,13.0,0.0,1.0,0.0,123.07,normal player,caught,Mishra,Sangwan,1,2009-04-28
18th match (D/N),Delhi Daredevils,Rajasthan Royals,SK Warne,st †Karthik b Mishra,0.0,2.0,0.0,0.0,0.0,0.0,captain,stumped,Mishra,†Karthik,1,2009-04-28
18th match (D/N),Delhi Daredevils,Rajasthan Royals,YK Pathan,not out,62.0,30.0,0.0,3.0,6.0,206.66,normal player,not out,no bowler,no fielder,0,2009-04-28
19th match,Kolkata Knight Riders,Royal Challengers Bangalore,BB McCullum,c Kohli b Pietersen,0.0,1.0,0.0,0.0,0.0,0.0,captain,caught,Pietersen,Kohli,1,2009-04-29
19th match,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,c Goswami b Appanna,40.0,37.0,0.0,6.0,0.0,108.1,normal player,caught,Appanna,Goswami,1,2009-04-29
19th match,Kolkata Knight Riders,Royal Challengers Bangalore,BJ Hodge,lbw b Kumble,17.0,15.0,0.0,2.0,1.0,113.33,normal player,lbw,Kumble,no fielder,0,2009-04-29
19th match,Kolkata Knight Riders,Royal Challengers Bangalore,SC Ganguly,c Kallis b Kumar,1.0,8.0,0.0,0.0,0.0,12.5,normal player,caught,Kumar,Kallis,1,2009-04-29
19th match,Kolkata Knight Riders,Royal Challengers Bangalore,MN van Wyk,not out,43.0,35.0,0.0,4.0,0.0,122.85,wicket keeper,not out,no bowler,no fielder,0,2009-04-29
19th match,Kolkata Knight Riders,Royal Challengers Bangalore,WP Saha,c Pietersen b Kumble,21.0,14.0,0.0,0.0,1.0,150.0,normal player,caught,Kumble,Pietersen,1,2009-04-29
19th match,Kolkata Knight Riders,Royal Challengers Bangalore,LR Shukla,lbw b van der Merwe,2.0,3.0,0.0,0.0,0.0,66.66,normal player,lbw,van der Merwe,no fielder,0,2009-04-29
19th match,Kolkata Knight Riders,Royal Challengers Bangalore,AB Agarkar,not out,6.0,7.0,0.0,0.0,0.0,85.71,normal player,not out,no bowler,no fielder,0,2009-04-29
19th match,Kolkata Knight Riders,Royal Challengers Bangalore,JH Kallis,c †van Wyk b Sharma,23.0,25.0,0.0,2.0,0.0,92.0,normal player,caught,Sharma,†van Wyk,1,2009-04-29
19th match,Kolkata Knight Riders,Royal Challengers Bangalore,SP Goswami,c †van Wyk b Hodge,43.0,46.0,0.0,6.0,0.0,93.47,normal player,caught,Hodge,†van Wyk,1,2009-04-29
19th match,Kolkata Knight Riders,Royal Challengers Bangalore,KP Pietersen,c Saha b Hodge,13.0,12.0,0.0,1.0,0.0,108.33,captain,caught,Hodge,Saha,1,2009-04-29
19th match,Kolkata Knight Riders,Royal Challengers Bangalore,V Kohli,c †van Wyk b Hodge,19.0,12.0,0.0,1.0,1.0,158.33,normal player,caught,Hodge,†van Wyk,1,2009-04-29
19th match,Kolkata Knight Riders,Royal Challengers Bangalore,MV Boucher,not out,25.0,13.0,0.0,2.0,1.0,192.3,wicket keeper,not out,no bowler,no fielder,0,2009-04-29
19th match,Kolkata Knight Riders,Royal Challengers Bangalore,RE van der Merwe,c †van Wyk b Sharma,9.0,9.0,0.0,0.0,1.0,100.0,normal player,caught,Sharma,†van Wyk,1,2009-04-29
19th match,Kolkata Knight Riders,Royal Challengers Bangalore,MK Pandey,not out,2.0,2.0,0.0,0.0,0.0,100.0,normal player,not out,no bowler,no fielder,0,2009-04-29
20th match (D/N),Kings XI Punjab,Mumbai Indians,RS Bopara,c Tendulkar b Bravo,6.0,14.0,0.0,0.0,0.0,42.85,normal player,caught,Bravo,Tendulkar,1,2009-04-29
20th match (D/N),Kings XI Punjab,Mumbai Indians,K Goel,st †Shah b Harbhajan Singh,12.0,12.0,0.0,0.0,1.0,100.0,normal player,stumped,Harbhajan Singh,†Shah,1,2009-04-29
20th match (D/N),Kings XI Punjab,Mumbai Indians,KC Sangakkara,not out,45.0,44.0,0.0,2.0,1.0,102.27,wicket keeper,not out,no bowler,no fielder,0,2009-04-29
20th match (D/N),Kings XI Punjab,Mumbai Indians,Yuvraj Singh,c Khan b Duminy,10.0,13.0,0.0,1.0,0.0,76.92,captain,caught,Duminy,Khan,1,2009-04-29
20th match (D/N),Kings XI Punjab,Mumbai Indians,DPMD Jayawardene,c Dhawan b Jayasuriya,7.0,9.0,0.0,0.0,0.0,77.77,normal player,caught,Jayasuriya,Dhawan,1,2009-04-29
20th match (D/N),Kings XI Punjab,Mumbai Indians,IK Pathan,c Bravo b Khan,7.0,10.0,0.0,0.0,0.0,70.0,normal player,caught,Khan,Bravo,1,2009-04-29
