match_date,Ground,Team 1,Team 2,Winner,year,month,day,win_mode,margin,toss_winner,toss_decision,match_no
2019-04-13,Mohali,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,2019,4,13,Wickets,8.0,Royal Challengers Bangalore,field first,731
2019-04-14,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,2019,4,14,Wickets,5.0,Chennai Super Kings,field first,732
2019-04-14,Hyderabad (Deccan),Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,2019,4,14,Runs,39.0,Sunrisers Hyderabad,field first,733
2019-04-15,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,2019,4,15,Wickets,5.0,Mumbai Indians,field first,734
2019-04-16,Mohali,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,2019,4,16,Runs,12.0,Rajasthan Royals,field first,735
2019-04-17,Hyderabad (Deccan),Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,2019,4,17,Wickets,6.0,Chennai Super Kings,bat first,736
2019-04-18,Delhi,Delhi Capitals,Mumbai Indians,Mumbai Indians,2019,4,18,Runs,40.0,Mumbai Indians,bat first,737
2019-04-19,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,2019,4,19,Runs,10.0,Kolkata Knight Riders,field first,738
2019-04-20,Delhi,Delhi Capitals,Kings XI Punjab,Delhi Capitals,2019,4,20,Wickets,5.0,Delhi Capitals,field first,739
2019-04-20,Jaipur,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,2019,4,20,Wickets,5.0,Rajasthan Royals,field first,740
2019-04-21,Hyderabad (Deccan),Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,2019,4,21,Wickets,9.0,Sunrisers Hyderabad,field first,741
2019-04-21,Bengaluru,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,2019,4,21,Runs,1.0,Chennai Super Kings,field first,742
2019-04-22,Jaipur,Rajasthan Royals,Delhi Capitals,Delhi Capitals,2019,4,22,Wickets,6.0,Delhi Capitals,field first,743
2019-04-23,Chennai,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,2019,4,23,Wickets,6.0,Chennai Super Kings,field first,744
2019-04-24,Bengaluru,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,2019,4,24,Runs,17.0,Kings XI Punjab,field first,745
2019-04-25,Kolkata,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,2019,4,25,Wickets,3.0,Rajasthan Royals,field first,746
2019-04-26,Chennai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,2019,4,26,Runs,46.0,Chennai Super Kings,field first,747
2019-04-27,Jaipur,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,2019,4,27,Wickets,7.0,Rajasthan Royals,field first,748
2019-04-28,Delhi,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,2019,4,28,Runs,16.0,Delhi Capitals,bat first,749
2019-04-28,Kolkata,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,2019,4,28,Runs,34.0,Mumbai Indians,field first,750
2019-04-29,Hyderabad (Deccan),Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,2019,4,29,Runs,45.0,Kings XI Punjab,field first,751
2019-04-30,Bengaluru,Royal Challengers Bangalore,Rajasthan Royals,no result,2019,4,30,,0.0,Rajasthan Royals,field first,752
2019-05-01,Chennai,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,2019,5,1,Runs,80.0,Delhi Capitals,field first,753
2019-05-02,Mumbai,Mumbai Indians,Sunrisers Hyderabad,tied,2019,5,2,,0.0,Mumbai Indians,bat first,754
2019-05-03,Mohali,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,2019,5,3,Wickets,7.0,Kolkata Knight Riders,field first,755
2019-05-04,Delhi,Delhi Capitals,Rajasthan Royals,Delhi Capitals,2019,5,4,Wickets,5.0,Rajasthan Royals,bat first,756
2019-05-04,Bengaluru,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,2019,5,4,Wickets,4.0,Royal Challengers Bangalore,field first,757
2019-05-05,Mohali,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,2019,5,5,Wickets,6.0,Kings XI Punjab,field first,758
2019-05-05,Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,2019,5,5,Wickets,9.0,Mumbai Indians,field first,759
2019-05-07,Chennai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,2019,5,7,Wickets,6.0,Chennai Super Kings,bat first,760
2019-05-08,Visakhapatnam,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,2019,5,8,Wickets,2.0,Delhi Capitals,field first,761
2019-05-10,Visakhapatnam,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,2019,5,10,Wickets,6.0,Chennai Super Kings,field first,762
2019-05-12,Hyderabad (Deccan),Mumbai Indians,Chennai Super Kings,Mumbai Indians,2019,5,12,Runs,1.0,Mumbai Indians,bat first,763
